50
0	0	0	0	0	0	0	0	0	0	1494	955	0	0	1566	0	0	1751	0	0	1268	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	732	259	510	775	922	1318	1773	0	0	0	0	0	0	0	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	732	0	802	607	1507	1654	0	0	0	0	1949	0	0	0	0	0	1559	0	1825	1766	1752	0	0	0	0	0	0	1931	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	259	802	0	333	555	702	1098	1552	0	0	0	0	0	0	0	0	1720	0	1986	0	0	0	0	0	0	0	0	1902	1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	510	607	333	0	789	936	1332	1787	0	0	0	0	0	0	1855	0	1396	0	1662	0	0	0	1837	0	0	0	0	1615	1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	956	1435	735	1120	0	353	744	978	1932	0	0	0	0	0	1988	0	1529	0	1794	0	0	0	1569	0	0	0	0	1347	1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	936	1618	715	988	354	0	391	847	1583	0	0	0	0	0	0	0	1889	0	0	0	0	0	1929	1512	1550	0	0	1687	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1304	1987	1084	1357	745	391	0	458	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	1159	0	0	1296	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1760	0	1539	1812	978	847	459	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	1392	0	0	1529	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1975	1583	1185	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858	1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1954	0	0	0	0	0	0	0	0	0	0	0	985	1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	1642	0	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1299	0	1573	0	0	0	0	0	0	0	1068	0	0	1833	611	1259	1280	796	1808	1065	313	299	1643	0	0	0	0	0	0	0	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1667	0	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	657	1080	1558	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1128	1816	1660	0	1772	1950	1620	0	0	0	1939	1925	0	0	0	0	0	0	0	0	107	492	1719	1019	1105	0	1910	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1052	919	1692	1222	0	999	669	1447	1594	1449	964	950	1701	0	0	0	0	0	0	0	1218	1567	0	1477	1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1746	0	0	0	1613	1826	1973	0	0	0	1168	1018	0	1925	778	0	1447	341	1353	610	597	584	1188	1837	0	0	0	0	0	1951	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1992	0	0	0	0	0	1994	1863	0	0	946	806	0	1113	926	781	1442	1428	1032	1419	0	0	1863	0	0	0	0	0	0	1684	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1646	1889	1920	1509	1272	1485	1632	0	0	0	1792	1221	0	0	1215	720	1866	0	1269	526	1038	1024	1104	1752	0	0	0	0	0	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1848	1923	1686	1899	0	0	0	0	0	0	0	0	1760	1266	0	806	0	474	1862	1849	1052	1701	0	0	0	0	1960	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1828	1374	1448	1211	1425	1572	1968	0	0	0	0	0	0	1970	1084	0	625	743	0	1681	1667	578	1226	0	1842	1816	0	1486	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1520	0	1794	0	1755	1968	0	0	0	0	0	1964	0	0	1441	946	0	483	1495	752	0	898	1330	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1534	0	1808	0	1768	1982	0	0	0	0	0	1977	0	0	1454	960	0	496	1509	766	14	0	1343	1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1761	1835	1598	1812	1959	0	0	0	0	0	0	0	1695	1471	0	1012	467	942	0	0	0	676	1587	1625	1278	1759	1346	1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1561	1496	1887	0	0	0	0	0	0	1989	1848	0	1568	1023	1497	0	0	858	0	1177	1215	595	1077	833	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1552	1354	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	1715	0	396	1554	1576	1081	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1582	1516	1369	1172	1675	0	0	0	0	0	0	0	0	1973	0	0	0	1808	1828	189	0	1666	1689	685	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1904	1839	0	0	0	0	0	0	0	0	0	0	0	1647	0	0	0	1180	601	1216	1254	0	480	1008	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1762	1183	1289	1327	480	0	1488	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1784	1973	1563	1836	1002	937	1328	1287	1791	0	0	0	0	0	0	0	1615	1694	0	0	0	1529	1065	707	736	1008	1489	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1894	0	1673	1946	1112	1047	1459	1261	1765	0	0	0	0	0	0	0	1725	1805	1990	0	0	1639	1176	682	711	1118	1600	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1021	1708	1552	107	1665	1842	1512	0	0	0	1831	1818	0	0	0	0	0	0	0	0	0	384	1611	911	997	0	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1160	1848	1321	346	1804	1981	1652	0	0	0	1971	1957	0	0	0	0	0	0	0	0	238	0	1294	1050	1137	0	1941	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1994	0	1702	1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	753	0	1104	1190	0	1995	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1925	0	1250	1008	1818	1177	0	1962	1793	1495	1481	0	0	0	0	0	0	0	0	1246	1199	1973	0	86	0	1094	1468	0	1760	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1336	1094	1904	1262	0	0	1879	1581	1568	0	0	0	0	0	0	0	0	1332	1285	0	86	0	0	1008	1382	1940	1673	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1635	0	759	0	710	914	1523	1713	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	1365	1574	0	1155	1426	665	1769	1995	0	0	1766	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	1337	0	1074	0	0	723	0	0	0	0	0	0	0	0	0	0	
